Pk,Tm,Player,College,Yrs,G,MP,PTS_Total,TRB_Total,AST_Total,FG%,3P%,FT%,MPG,PPG,RPG,APG,WS,WS/48,BPM,VORP,Draft_Year,Durability_Factor,Versatility_Score,Draft_Pick_Value,Draft_Pick_x_BPM,Scoring_Efficiency,Points_Per_Min,Rebounds_Per_Min,Assists_Per_Min,WS_Per_Game,Lottery_Pick,Long_Career
26,DAL,Jordan Hamilton,Texas,5,151,2100,890,429,127,0.408,0.357,0.67,13.9,5.9,2.8,0.8,3.0,0.069,-0.1,1.0,2011,0.36829268292682926,3.5999999999999996,0.038461538461538464,-0.0038461538461538464,0.4138,0.4238095238095238,0.2042857142857143,0.060476190476190475,0.019867549668874173,0,1
28,CHI,Norris Cole,Cleveland State University,6,360,8018,2506,702,981,0.407,0.324,0.743,22.3,7.0,2.0,2.7,3.0,0.018,-4.1,-4.1,2011,0.7317073170731707,4.7,0.03571428571428571,-0.1464285714285714,0.4074,0.3125467697680219,0.08755300573709154,0.1223497131454228,0.008333333333333333,0,1
29,SAS,Cory Joseph,Texas,14,866,18296,5828,2094,2517,0.44,0.35,0.786,21.1,6.7,2.4,2.9,32.1,0.084,-1.1,4.0,2011,0.7543554006968641,5.3,0.034482758620689655,-0.03793103448275862,0.4386,0.3185395714910363,0.1144512461740271,0.1375710537822475,0.03706697459584296,0,1
30,CHI,Jimmy Butler,Marquette,14,869,28790,15898,4647,3772,0.472,0.328,0.843,33.1,18.3,5.3,4.3,123.7,0.206,5.0,50.5,2011,0.7569686411149826,9.6,0.03333333333333333,0.16666666666666666,0.45149999999999996,0.5522056269538034,0.1614102118791247,0.1310177144841959,0.1423475258918297,0,1
1,NOH,Anthony Davis,Kentucky,13,787,27115,18978,8416,2009,0.522,0.296,0.794,34.5,24.1,10.7,2.6,118.8,0.21,5.9,54.2,2012,0.7382739212007504,13.299999999999999,1.0,5.9,0.45880000000000004,0.6999078001106399,0.31038170754195094,0.07409183108980269,0.15095298602287166,1,1
2,CHA,Michael Kidd-Gilchrist,Kentucky,8,446,10978,3750,2420,515,0.474,0.272,0.715,24.6,8.4,5.4,1.2,21.0,0.092,-1.8,0.6,2012,0.6798780487804879,6.6000000000000005,0.5,-0.9,0.4173,0.3415922754600109,0.22044088176352705,0.0469120058298415,0.04708520179372197,1,1
3,WAS,Bradley Beal,Florida,13,801,27560,17257,3246,3432,0.464,0.376,0.821,34.4,21.5,4.1,4.3,58.6,0.102,1.5,24.0,2012,0.7514071294559099,8.399999999999999,0.3333333333333333,0.5,0.4645,0.6261611030478955,0.11777939042089985,0.12452830188679245,0.0731585518102372,1,1
4,CLE,Dion Waiters,Syracuse,8,419,11835,5505,1108,1163,0.412,0.346,0.694,28.2,13.1,2.6,2.8,8.8,0.036,-2.1,-0.4,2012,0.6387195121951219,5.4,0.25,-0.525,0.4138,0.46514575411913817,0.09362061681453317,0.09826784959864808,0.02100238663484487,1,1
5,SAC,Thomas Robinson,Kansas,5,313,4204,1528,1507,190,0.47,0.0,0.505,13.4,4.9,4.8,0.6,4.6,0.053,-3.5,-1.6,2012,0.7634146341463415,5.3999999999999995,0.2,-0.7000000000000001,0.2855,0.36346336822074216,0.3584681255946717,0.04519505233111323,0.014696485623003193,1,1
6,POR,Damian Lillard,Weber State,13,900,32614,22598,3845,6069,0.439,0.371,0.899,36.2,25.1,4.3,6.7,118.4,0.174,4.6,54.5,2012,0.8442776735459663,11.0,0.16666666666666666,0.7666666666666666,0.4578,0.6928926228000245,0.11789415588397621,0.1860857300545778,0.13155555555555556,1,1
7,GSW,Harrison Barnes,UNC,13,993,31029,13807,4742,1739,0.46,0.385,0.81,31.2,13.9,4.8,1.8,61.6,0.095,-0.8,9.1,2012,0.9315196998123827,6.6,0.14285714285714285,-0.11428571428571428,0.465,0.4449708337361823,0.15282477682168294,0.05604434561216926,0.06203423967774421,1,1
8,TOR,Terrence Ross,Washington,11,733,17956,8047,2061,936,0.418,0.362,0.837,24.5,11.0,2.8,1.3,25.0,0.067,-1.0,4.5,2012,0.8126385809312638,4.1,0.125,-0.125,0.4375,0.44815103586544885,0.11478057473824906,0.052127422588549785,0.034106412005457026,1,1
9,DET,Andre Drummond,UConn,13,904,24220,11293,10981,1107,0.542,0.129,0.486,26.8,12.5,12.1,1.2,76.6,0.152,1.0,18.5,2012,0.8480300187617261,13.299999999999999,0.1111111111111111,0.1111111111111111,0.3712,0.4662675474814203,0.4533856317093311,0.045706028075970274,0.08473451327433627,1,1
10,NOH,Austin Rivers,Duke,11,707,16858,5996,1442,1513,0.419,0.349,0.653,23.8,8.5,2.0,2.1,15.2,0.043,-3.1,-4.5,2012,0.7838137472283814,4.1,0.1,-0.31000000000000005,0.4144,0.35567682999169536,0.085538023490331,0.08974967374540277,0.021499292786421497,1,1
11,POR,Meyers Leonard,Illinois,10,456,7272,2545,1771,396,0.482,0.39,0.812,15.9,5.6,3.9,0.9,15.8,0.104,-1.5,1.0,2012,0.5560975609756098,4.8,0.09090909090909091,-0.13636363636363635,0.4782,0.34997249724972496,0.24353685368536854,0.054455445544554455,0.03464912280701755,1,1
12,HOU,Jeremy Lamb,UConn,10,573,11896,5805,2073,904,0.439,0.342,0.857,20.8,10.1,3.6,1.6,26.8,0.108,0.6,7.9,2012,0.698780487804878,5.2,0.08333333333333333,0.049999999999999996,0.442,0.48797915265635505,0.1742602555480834,0.07599193006052454,0.046771378708551484,1,1
13,PHO,Kendall Marshall,UNC,4,160,3083,802,253,779,0.399,0.37,0.611,19.3,5.0,1.6,4.9,1.0,0.015,-3.5,-1.1,2012,0.4878048780487805,6.5,0.07692307692307693,-0.2692307692307693,0.4086,0.2601362309438858,0.08206292572169964,0.2526759649691859,0.00625,1,0
14,MIL,John Henson,UNC,8,445,8752,3383,2368,496,0.54,0.25,0.568,19.7,7.6,5.3,1.1,20.7,0.113,-0.5,3.4,2012,0.6783536585365854,6.4,0.07142857142857142,-0.03571428571428571,0.4268,0.3865402193784278,0.27056672760511885,0.056672760511883,0.04651685393258427,1,1
15,PHI,Maurice Harkless,St. John's,10,621,14019,4259,2198,572,0.474,0.32,0.624,22.6,6.9,3.5,0.9,23.0,0.079,-0.8,4.1,2012,0.7573170731707317,4.4,0.06666666666666667,-0.05333333333333334,0.4274,0.3038019830230402,0.156787217347885,0.040801769027748055,0.037037037037037035,0,1
17,DAL,Tyler Zeller,UNC,8,414,7254,2873,1820,367,0.508,0.286,0.764,17.5,6.9,4.4,0.9,17.1,0.113,-2.0,0.0,2012,0.6310975609756098,5.300000000000001,0.058823529411764705,-0.11764705882352941,0.44480000000000003,0.3960573476702509,0.25089605734767023,0.05059277639922801,0.04130434782608696,0,1
18,HOU,Terrence Jones,Kentucky,6,234,5562,2431,1334,238,0.501,0.297,0.621,23.8,10.4,5.7,1.0,14.7,0.127,0.5,3.6,2012,0.47560975609756095,6.7,0.05555555555555555,0.027777777777777776,0.4314,0.4370729953254225,0.2398417835311039,0.042790363178712695,0.06282051282051282,0,1
19,ORL,Andrew Nicholson,St. Bonaventure,5,285,4080,1700,857,126,0.467,0.321,0.773,14.3,6.0,3.0,0.4,3.8,0.045,-3.6,-1.6,2012,0.6951219512195121,3.4,0.05263157894736842,-0.18947368421052632,0.43920000000000003,0.4166666666666667,0.21004901960784314,0.030882352941176472,0.013333333333333332,0,1
21,BOS,Jared Sullinger,Ohio State,5,269,6532,2893,2006,477,0.436,0.272,0.723,24.3,10.8,7.5,1.8,15.3,0.113,-0.4,2.7,2012,0.6560975609756098,9.3,0.047619047619047616,-0.01904761904761905,0.3991,0.442896509491733,0.307103490508267,0.0730251071647275,0.05687732342007435,0,1
23,ATL,John Jenkins,Vanderbilt,6,171,2183,855,250,138,0.441,0.367,0.847,12.8,5.0,1.5,0.8,3.0,0.065,-1.9,0.1,2012,0.3475609756097561,2.3,0.043478260869565216,-0.08260869565217391,0.452,0.3916628492899679,0.11452130096197893,0.06321575813101236,0.017543859649122806,0,1
24,CLE,Jared Cunningham,Oregon State,4,84,605,197,56,39,0.347,0.306,0.674,7.2,2.3,0.7,0.5,0.2,0.017,-5.7,-0.6,2012,0.25609756097560976,1.2,0.041666666666666664,-0.2375,0.3633,0.3256198347107438,0.09256198347107437,0.06446280991735537,0.002380952380952381,0,0
25,MEM,Tony Wroten,Washington,4,145,3076,1604,363,437,0.413,0.231,0.647,21.2,11.1,2.5,3.0,-1.3,-0.021,-3.4,-1.1,2012,0.4420731707317073,5.5,0.04,-0.136,0.36360000000000003,0.5214564369310793,0.11801040312093627,0.14206762028608583,-0.00896551724137931,0,0
28,OKC,Perry Jones,Baylor,3,143,1675,488,252,54,0.42,0.293,0.66,11.7,3.4,1.8,0.4,1.7,0.048,-3.5,-0.6,2012,0.5813008130081301,2.2,0.03571428571428571,-0.125,0.3932,0.29134328358208955,0.15044776119402986,0.032238805970149255,0.011888111888111888,0,0
29,CHI,Marquis Teague,Kentucky,3,91,909,217,90,134,0.343,0.222,0.661,10.0,2.4,1.0,1.5,-0.9,-0.045,-6.5,-1.0,2012,0.3699186991869919,2.5,0.034482758620689655,-0.22413793103448276,0.3264,0.23872387238723872,0.09900990099009901,0.1474147414741474,-0.00989010989010989,0,0
1,CLE,Anthony Bennett,UNLV,4,151,1905,658,472,77,0.392,0.261,0.67,12.6,4.4,3.1,0.5,0.5,0.013,-4.8,-1.3,2013,0.4603658536585366,3.6,1.0,-4.8,0.3674,0.34540682414698165,0.24776902887139107,0.04041994750656168,0.0033112582781456954,1,0
2,ORL,Victor Oladipo,Indiana,10,504,16247,8503,2245,1970,0.436,0.347,0.788,32.2,16.9,4.5,3.9,25.6,0.076,0.7,11.0,2013,0.6146341463414634,8.4,0.5,0.35,0.4356,0.5233581584292485,0.13817935618883487,0.12125315442850988,0.050793650793650794,1,1
3,WAS,Otto Porter Jr.,Georgetown,11,527,13400,5419,2599,783,0.477,0.397,0.797,25.4,10.3,4.9,1.5,36.7,0.132,1.7,12.5,2013,0.5842572062084257,6.4,0.3333333333333333,0.5666666666666667,0.477,0.40440298507462685,0.19395522388059702,0.05843283582089552,0.06963946869070209,1,1
4,CHA,Cody Zeller,Indiana,11,552,11510,4376,3125,740,0.52,0.22,0.727,20.9,7.9,5.7,1.3,33.5,0.14,-0.7,3.9,2013,0.6119733924611973,7.0,0.25,-0.175,0.4207,0.3801911381407472,0.27150304083405735,0.06429192006950478,0.06068840579710145,1,1
5,PHO,Alex Len,Maryland,12,690,11754,4608,3624,589,0.51,0.322,0.678,17.0,6.7,5.3,0.9,23.9,0.097,-1.9,0.3,2013,0.7012195121951219,6.2,0.2,-0.38,0.45160000000000006,0.39203675344563554,0.30832057172026545,0.05011060064658839,0.034637681159420286,1,1
6,NOH,Nerlens Noel,Kentucky,9,467,10281,3338,2835,501,0.546,0.2,0.655,22.0,7.1,6.1,1.1,28.3,0.132,0.9,7.4,2013,0.6327913279132791,7.199999999999999,0.16666666666666666,0.15,0.41850000000000004,0.32467658788055637,0.2757513860519405,0.048730668222935515,0.060599571734475374,1,1
7,SAC,Ben McLemore,Kansas,9,556,12534,5015,1269,563,0.414,0.363,0.78,22.5,9.0,2.3,1.0,9.0,0.035,-3.1,-3.4,2013,0.7533875338753387,3.3,0.14285714285714285,-0.44285714285714284,0.43019999999999997,0.40011169618637304,0.10124461464815701,0.04491782352002553,0.01618705035971223,1,1
8,DET,Kentavious Caldwell-Pope,Georgia,12,912,27036,10172,2708,1652,0.428,0.367,0.822,29.6,11.2,3.0,1.8,48.5,0.086,-0.9,7.4,2013,0.926829268292683,4.8,0.125,-0.1125,0.443,0.3762390886225773,0.10016274596833852,0.06110371356709572,0.05317982456140351,1,1
9,MIN,Trey Burke,Michigan,9,498,10401,4792,878,1522,0.41,0.345,0.81,20.9,9.6,1.8,3.1,12.9,0.06,-1.3,1.7,2013,0.6747967479674797,4.9,0.1111111111111111,-0.14444444444444443,0.424,0.4607249302951639,0.08441496009999039,0.1463320834535141,0.025903614457831327,1,1
10,POR,CJ McCollum,Lehigh,12,787,25264,15414,2867,3005,0.453,0.397,0.799,32.1,19.6,3.6,3.8,52.0,0.099,1.2,20.5,2013,0.7997967479674797,7.4,0.1,0.12,0.46520000000000006,0.6101171627612413,0.11348163394553515,0.11894395186827106,0.06607369758576874,1,1
11,PHI,Michael Carter-Williams,Syracuse,9,395,9942,4040,1718,1708,0.402,0.256,0.705,25.2,10.2,4.3,4.3,6.6,0.032,-1.2,1.8,2013,0.535230352303523,8.6,0.09090909090909091,-0.10909090909090909,0.3739,0.4063568698451016,0.1728022530677932,0.17179641923154296,0.01670886075949367,1,1
12,OKC,Steven Adams,Pitt,11,764,19738,6743,6115,1145,0.586,0.059,0.533,25.8,8.8,8.0,1.5,61.6,0.15,0.5,12.5,2013,0.8470066518847007,9.5,0.08333333333333333,0.041666666666666664,0.3699,0.3416252913162428,0.3098084912351809,0.058009930084101734,0.0806282722513089,1,1
13,DAL,Kelly Olynyk,Gonzaga,12,800,18000,8139,4124,1975,0.486,0.371,0.796,22.5,10.2,5.2,2.5,46.2,0.123,0.9,12.9,2013,0.8130081300813008,7.7,0.07692307692307693,0.06923076923076923,0.471,0.45216666666666666,0.2291111111111111,0.10972222222222222,0.05775,1,1
14,UTA,Shabazz Muhammad,UCLA,5,278,4772,2504,770,151,0.473,0.319,0.751,17.2,9.0,2.8,0.5,8.5,0.085,-2.0,0.0,2013,0.6780487804878049,3.3,0.07142857142857142,-0.14285714285714285,0.4392,0.5247275775356245,0.16135792120704107,0.03164291701592624,0.030575539568345324,1,1
18,ATL,Shane Larkin,Miami (FL),4,256,4880,1399,490,737,0.422,0.336,0.777,19.1,5.5,1.9,2.9,4.4,0.044,-2.4,-0.6,2013,0.7804878048780488,4.8,0.05555555555555555,-0.13333333333333333,0.42310000000000003,0.28668032786885245,0.10040983606557377,0.15102459016393444,0.0171875,0,0
20,CHI,Tony Snell,New Mexico,9,601,13092,3672,1371,669,0.431,0.394,0.846,21.8,6.1,2.3,1.1,18.5,0.068,-2.0,-0.1,2013,0.8143631436314364,3.4,0.05,-0.1,0.4577,0.2804766269477543,0.1047204399633364,0.051099908340971584,0.030782029950083195,0,1
21,UTA,Gorgui Dieng,Louisville,10,628,12625,4591,3534,837,0.496,0.355,0.791,20.1,7.3,5.6,1.3,30.7,0.117,0.2,7.1,2013,0.7658536585365854,6.8999999999999995,0.047619047619047616,0.009523809523809525,0.4691,0.36364356435643563,0.27992079207920795,0.0662970297029703,0.048885350318471334,0,1
22,BRK,Mason Plumlee,Duke,12,860,18797,6918,5767,2045,0.595,0.039,0.577,21.9,8.0,6.7,2.4,57.8,0.148,1.2,15.1,2013,0.8739837398373984,9.1,0.045454545454545456,0.05454545454545454,0.3708,0.36803745278501887,0.3068042772782891,0.10879395648241741,0.0672093023255814,0,1
23,IND,Solomon Hill,Arizona,9,448,9652,2453,1399,662,0.388,0.331,0.797,21.5,5.5,3.1,1.5,11.9,0.059,-2.1,-0.3,2013,0.6070460704607046,4.6,0.043478260869565216,-0.09130434782608696,0.4061,0.2541442188147534,0.14494405304600083,0.06858682138416908,0.0265625,0,1
24,NYK,Tim Hardaway Jr.,Michigan,12,813,22262,11151,2338,1486,0.417,0.361,0.815,27.4,13.7,2.9,1.8,33.8,0.073,-1.2,4.5,2013,0.8262195121951219,4.7,0.041666666666666664,-0.049999999999999996,0.4344,0.5008983918785375,0.10502201060102416,0.06675051657533015,0.04157441574415744,0,1
25,LAC,Reggie Bullock,UNC,11,556,12556,4039,1451,647,0.424,0.385,0.827,22.6,7.3,2.6,1.2,21.4,0.082,-1.2,2.6,2013,0.6164079822616408,3.8,0.04,-0.048,0.4487,0.32167887862376554,0.1155622809812042,0.05152914941064033,0.038489208633093526,0,1
26,MIN,Andre Roberson,Colorado,7,307,6801,1382,1230,265,0.473,0.253,0.468,22.2,4.5,4.0,0.9,12.6,0.089,-0.6,2.3,2013,0.5348432055749129,4.9,0.038461538461538464,-0.023076923076923078,0.3845,0.20320541096897515,0.18085575650639613,0.0389648581091016,0.04104234527687296,0,1
29,OKC,Archie Goodwin,Kentucky,4,165,2396,1040,331,206,0.429,0.236,0.7,14.5,6.3,2.0,1.2,1.1,0.022,-3.0,-0.6,2013,0.5030487804878049,3.2,0.034482758620689655,-0.10344827586206896,0.3789,0.4340567612687813,0.13814691151919867,0.08597662771285476,0.006666666666666667,0,0
1,CLE,Andrew Wiggins,Kansas,11,766,25888,14169,3425,1755,0.449,0.356,0.725,33.8,18.5,4.5,2.3,33.1,0.061,-1.4,4.2,2014,0.8492239467849224,6.8,1.0,-1.4,0.4394,0.5473192212608158,0.13230067985166874,0.06779202719406675,0.04321148825065274,1,1
2,MIL,Jabari Parker,Duke,8,310,8535,4380,1703,610,0.494,0.326,0.743,27.5,14.1,5.5,2.0,13.8,0.078,-0.8,2.5,2014,0.4725609756097561,7.5,0.5,-0.4,0.4517,0.5131810193321616,0.19953134153485647,0.07147041593438781,0.044516129032258066,1,1
3,PHI,Joel Embiid,Kansas,9,452,14407,12523,4987,1658,0.501,0.339,0.828,31.9,27.7,11.0,3.7,64.9,0.216,6.9,32.2,2014,0.6124661246612466,14.7,0.3333333333333333,2.3,0.4689,0.8692302353022836,0.3461511765114181,0.11508294579024085,0.14358407079646018,1,1
4,ORL,Aaron Gordon,Arizona,11,720,21076,9757,4474,1939,0.484,0.331,0.693,29.3,13.6,6.2,2.7,46.9,0.107,0.3,12.5,2014,0.7982261640798226,8.9,0.25,0.075,0.4437,0.4629436325678497,0.21227936989941165,0.09200037957866768,0.06513888888888889,1,1
6,BOS,Marcus Smart,Oklahoma State,11,635,18726,6735,2183,2895,0.388,0.324,0.776,29.5,10.6,3.4,4.6,34.1,0.087,-0.4,7.7,2014,0.7039911308203991,8.0,0.16666666666666666,-0.06666666666666667,0.4012,0.35966036526754247,0.11657588379792802,0.15459788529317525,0.05370078740157481,1,1
7,LAL,Julius Randle,Kentucky,11,710,22738,13517,6491,2710,0.471,0.334,0.753,32.0,19.0,9.1,3.8,49.6,0.105,1.0,17.0,2014,0.7871396895787139,12.899999999999999,0.14285714285714285,0.14285714285714285,0.4444,0.5944674113818278,0.2854692585099833,0.11918374527223151,0.06985915492957746,1,1
8,SAC,Nik Stauskas,Michigan,6,343,6701,2290,691,515,0.389,0.354,0.812,19.5,6.7,2.0,1.5,3.9,0.028,-3.0,-1.7,2014,0.6971544715447154,3.5,0.125,-0.375,0.4173,0.34174003880017906,0.1031189374720191,0.07685420086554245,0.011370262390670554,1,1
9,CHO,Noah Vonleh,Indiana,8,362,5854,1685,1790,264,0.459,0.307,0.692,16.2,4.7,4.9,0.7,9.4,0.077,-2.5,-0.7,2014,0.551829268292683,5.6000000000000005,0.1111111111111111,-0.2777777777777778,0.4215,0.2878373761530577,0.30577382985992485,0.045097369320122996,0.025966850828729283,1,1
10,PHI,Elfrid Payton,Louisiana,9,524,13894,5121,2086,3034,0.444,0.286,0.623,26.5,9.8,4.0,5.8,15.1,0.052,-1.1,3.1,2014,0.7100271002710027,9.8,0.1,-0.11000000000000001,0.39870000000000005,0.3685763638980855,0.15013674967611917,0.21836764070821937,0.028816793893129772,1,1
11,DEN,Doug McDermott,Creighton,11,697,13572,5998,1456,664,0.47,0.411,0.804,19.5,8.6,2.1,1.0,21.5,0.076,-2.1,-0.5,2014,0.7727272727272727,3.1,0.09090909090909091,-0.19090909090909092,0.4798,0.441939286766873,0.10727969348659004,0.04892425582080755,0.03084648493543759,1,1
13,MIN,Zach LaVine,UCLA,11,654,21461,13590,2665,2595,0.47,0.391,0.833,32.8,20.8,4.1,4.0,37.3,0.083,0.7,14.5,2014,0.7250554323725056,8.1,0.07692307692307693,0.05384615384615385,0.47469999999999996,0.6332416942360561,0.12417874283584177,0.12091701225478775,0.057033639143730885,1,1
14,PHO,T.J. Warren,NC State,9,385,10365,5497,1515,446,0.505,0.351,0.78,26.9,14.3,3.9,1.2,20.9,0.097,-0.4,4.1,2014,0.521680216802168,5.1,0.07142857142857142,-0.02857142857142857,0.47090000000000004,0.5303424987940183,0.14616497829232997,0.04302942595272552,0.054285714285714284,1,1
15,ATL,Adreian Payne,Michigan State,4,107,1403,429,315,66,0.406,0.254,0.68,13.1,4.0,2.9,0.6,-0.6,-0.019,-5.9,-1.4,2014,0.32621951219512196,3.5,0.06666666666666667,-0.39333333333333337,0.37260000000000004,0.3057733428367783,0.22451888809693513,0.047042052744119746,-0.005607476635514018,0,0
17,BOS,James Young,Kentucky,4,95,812,219,96,28,0.367,0.277,0.563,8.5,2.3,1.0,0.3,0.8,0.046,-3.4,-0.3,2014,0.2896341463414634,1.3,0.058823529411764705,-0.19999999999999998,0.3506,0.2697044334975369,0.11822660098522167,0.034482758620689655,0.008421052631578947,0,0
18,PHO,Tyler Ennis,Syracuse,4,186,2336,779,250,359,0.419,0.317,0.768,12.6,4.2,1.3,1.9,1.3,0.026,-3.4,-0.8,2014,0.5670731707317073,3.2,0.05555555555555555,-0.18888888888888888,0.4131,0.3334760273972603,0.10702054794520548,0.15368150684931506,0.006989247311827957,0,0
19,CHI,Gary Harris,Michigan State,11,618,16665,6440,1415,1141,0.446,0.369,0.81,27.0,10.4,2.3,1.8,26.8,0.077,-1.4,2.7,2014,0.6851441241685144,4.1,0.05263157894736842,-0.07368421052631578,0.45160000000000006,0.3864386438643864,0.0849084908490849,0.06846684668466847,0.04336569579288026,0,1
21,OKC,Mitch McGary,Michigan,2,52,557,227,183,17,0.527,0.0,0.58,10.7,4.4,3.5,0.3,1.3,0.108,-2.6,-0.1,2014,0.3170731707317073,3.8,0.047619047619047616,-0.12380952380952381,0.3215,0.40754039497307004,0.32854578096947934,0.03052064631956912,0.025,0,0
22,MEM,Jordan Adams,UCLA,2,32,263,101,30,19,0.402,0.385,0.607,8.2,3.2,0.9,0.6,0.4,0.07,1.7,0.2,2014,0.1951219512195122,1.5,0.045454545454545456,0.07727272727272727,0.41570000000000007,0.3840304182509506,0.11406844106463879,0.07224334600760456,0.0125,0,0
23,UTA,Rodney Hood,Duke,8,448,10977,4656,1160,736,0.42,0.366,0.841,24.5,10.4,2.6,1.6,17.4,0.076,-1.2,2.2,2014,0.6829268292682927,4.2,0.043478260869565216,-0.05217391304347826,0.4405,0.4241596064498497,0.10567550332513437,0.06704928486836112,0.03883928571428571,0,1
24,CHO,Shabazz Napier,UConn,6,345,5986,2433,657,849,0.397,0.345,0.815,17.4,7.1,1.9,2.5,8.1,0.065,-0.7,2.0,2014,0.7012195121951219,4.4,0.041666666666666664,-0.029166666666666664,0.41800000000000004,0.4064483795522887,0.10975609756097561,0.14183093885733378,0.023478260869565216,0,1
26,MIA,P.J. Hairston,UNC,2,111,2000,664,266,59,0.343,0.295,0.81,18.0,6.0,2.4,0.5,0.9,0.021,-3.9,-1.0,2014,0.676829268292683,2.9,0.038461538461538464,-0.15,0.3705,0.332,0.133,0.0295,0.008108108108108109,0,0
28,LAC,C.J. Wilcox,Washington,3,66,376,132,31,30,0.37,0.333,0.813,5.7,2.0,0.5,0.5,0.1,0.007,-4.3,-0.2,2014,0.2682926829268293,1.0,0.03571428571428571,-0.15357142857142855,0.3995,0.35106382978723405,0.08244680851063829,0.0797872340425532,0.0015151515151515152,0,0
29,OKC,Josh Huestis,Stanford,3,76,1068,187,180,23,0.346,0.312,0.24,14.1,2.5,2.4,0.3,0.7,0.03,-3.5,-0.4,2014,0.3089430894308943,2.6999999999999997,0.034482758620689655,-0.12068965517241378,0.32180000000000003,0.1750936329588015,0.16853932584269662,0.02153558052434457,0.009210526315789473,0,0
30,SAS,Kyle Anderson,UCLA,11,714,15324,4876,3067,1978,0.478,0.34,0.716,21.5,6.8,4.3,2.8,39.4,0.123,1.7,14.5,2014,0.7915742793791575,7.1,0.03333333333333333,0.056666666666666664,0.4466,0.3181936831114591,0.2001435656486557,0.12907856956408248,0.05518207282913165,0,1
1,MIN,Karl-Anthony Towns,Kentucky,10,645,21972,14880,7136,2037,0.524,0.4,0.837,34.1,23.1,11.1,3.2,85.1,0.186,4.4,35.3,2015,0.7865853658536586,14.3,1.0,4.4,0.5057,0.6772255598033862,0.3247769888949572,0.09270890223921355,0.131937984496124,1,1
2,LAL,D'Angelo Russell,Ohio State,10,629,18745,10868,2116,3586,0.427,0.365,0.796,29.8,17.3,3.4,5.7,26.5,0.068,0.6,12.4,2015,0.7670731707317073,9.1,0.5,0.3,0.4391,0.5797812750066684,0.11288343558282209,0.19130434782608696,0.04213036565977742,1,1
3,PHI,Jahlil Okafor,Duke,7,248,4830,2566,1170,226,0.542,0.222,0.676,19.5,10.3,4.7,0.9,7.2,0.071,-2.0,0.0,2015,0.43205574912891986,5.6000000000000005,0.3333333333333333,-0.6666666666666666,0.4274,0.5312629399585921,0.2422360248447205,0.04679089026915114,0.02903225806451613,1,1
6,SAC,Willie Cauley-Stein,Kentucky,7,422,9276,3675,2470,598,0.544,0.188,0.612,22.0,8.7,5.9,1.4,23.3,0.121,-0.1,4.4,2015,0.735191637630662,7.300000000000001,0.16666666666666666,-0.016666666666666666,0.4084,0.3961836998706339,0.26627856834842606,0.06446744286330315,0.055213270142180096,1,1
8,DET,Stanley Johnson,Arizona,8,449,8879,2806,1404,679,0.391,0.305,0.748,19.8,6.2,3.1,1.5,6.9,0.037,-2.7,-1.6,2015,0.6844512195121951,4.6,0.125,-0.3375,0.3923,0.31602657956977137,0.1581259150805271,0.07647257574051132,0.01536748329621381,1,1
9,CHO,Frank Kaminsky,Wisconsin,8,413,8160,3630,1579,651,0.43,0.349,0.746,19.8,8.8,3.8,1.6,15.9,0.094,-0.2,3.7,2015,0.6295731707317073,5.4,0.1111111111111111,-0.022222222222222223,0.4292,0.44485294117647056,0.19350490196078432,0.07977941176470588,0.038498789346246974,1,1
10,MIA,Justise Winslow,Duke,8,344,8906,2829,1760,889,0.412,0.315,0.638,25.9,8.2,5.1,2.6,8.2,0.044,-2.1,-0.3,2015,0.524390243902439,7.699999999999999,0.1,-0.21000000000000002,0.3958,0.3176510217830676,0.19761958230406468,0.09982034583426903,0.02383720930232558,1,1
11,IND,Myles Turner,Texas,10,642,18454,9031,4349,813,0.499,0.362,0.771,28.7,14.1,6.8,1.3,48.7,0.127,0.8,13.0,2015,0.7829268292682927,8.1,0.09090909090909091,0.07272727272727274,0.4714,0.4893789964235396,0.23566706405115423,0.04405548932480763,0.07585669781931464,1,1
